84
6.222e-06 5.45198e-06 6.10622e-06 5.20801e-06 4.55063e-06 4.4227e-06 5.90919e-06 5.14516e-06 4.20794e-06 -1.12661e-07 -8.47109e-08 -5.3235e-08 -3.18603e-08 -2.76815e-08 -1.00849e-07 -6.08428e-08 -9.07398e-08 -6.25958e-08 -2.03356e-08 -3.84339e-08 2.21629e-09 2.49683e-09 2.23435e-09 2.19414e-09 2.47723e-09 2.10957e-09 2.41428e-09 2.73548e-09 1.96039e-09 2.26562e-09 2.58449e-09 2.75353e-09 3.00485e-09 2.94503e-09 2.84491e-09 1.83464e-09 2.42087e-09 2.69865e-09 -2.90258e-08 -5.33484e-08 -8.60626e-08 -2.79342e-08 -4.89147e-08 -2.82545e-08 -4.4474e-08 -7.57801e-08 -6.65188e-08 -9.06508e-08 -1.16292e-07 -1.03823e-07 -2.9086e-08 -4.23952e-08 -5.78211e-08 -6.71173e-08 -7.96263e-08 -5.79354e-08 8.24264e-10 1.28765e-09 1.00223e-09 1.16418e-09 1.28586e-09 1.2743e-09 1.13412e-09 8.52931e-10 9.91549e-10 8.55503e-10 9.7121e-10 8.39561e-10 1.24713e-09 -1.45204e-10 -1.71769e-10 -1.595e-10 -1.77407e-10 -1.8119e-10 -1.65595e-10 -1.48134e-10 -1.32291e-10 -1.52724e-10 -1.36782e-10 -1.39815e-10 -1.85381e-10 -1.69972e-10 -1.55182e-10 -1.4091e-10 
5.45198e-06 5.04277e-06 5.33106e-06 4.83043e-06 4.52653e-06 4.38232e-06 5.13506e-06 4.70852e-06 4.16302e-06 -9.7696e-08 -8.5782e-08 -7.23519e-08 -6.52338e-08 -6.06672e-08 -8.82422e-08 -7.15512e-08 -7.9434e-08 -6.75875e-08 -5.31658e-08 -5.87212e-08 1.93348e-09 2.06865e-09 1.96486e-09 1.95691e-09 2.09882e-09 1.90002e-09 2.07752e-09 2.24623e-09 1.78924e-09 1.98278e-09 2.17256e-09 2.22362e-09 2.35645e-09 2.35426e-09 2.31435e-09 1.68714e-09 2.06861e-09 2.23584e-09 -4.38502e-08 -5.49569e-08 -6.99262e-08 -4.30165e-08 -5.27561e-08 -4.26373e-08 -4.99702e-08 -6.52842e-08 -6.03196e-08 -7.16673e-08 -8.4252e-08 -7.84002e-08 -4.21516e-08 -4.75135e-08 -5.49428e-08 -5.78661e-08 -6.54737e-08 -5.17016e-08 1.03393e-09 1.33878e-09 1.13844e-09 1.23006e-09 1.30952e-09 1.27831e-09 1.17758e-09 1.01966e-09 1.09784e-09 9.9374e-10 1.05223e-09 9.48763e-10 1.23198e-09 -1.50247e-10 -1.62819e-10 -1.5808e-10 -1.68145e-10 -1.71403e-10 -1.63422e-10 -1.54391e-10 -1.44658e-10 -1.58289e-10 -1.49047e-10 -1.51799e-10 -1.74555e-10 -1.66756e-10 -1.59776e-10 -1.52729e-10 
6.10622e-06 5.33106e-06 6.18208e-06 5.26673e-06 4.42099e-06 4.4668e-06 6.14415e-06 5.36499e-06 4.43078e-06 -1.23908e-07 -9.64203e-08 -6.54475e-08 -4.5384e-08 -3.99948e-08 -1.10428e-07 -7.12354e-08 -9.86627e-08 -7.10553e-08 -3.09714e-08 -4.787e-08 2.30274e-09 2.5783e-09 2.32324e-09 2.28474e-09 2.56395e-09 2.19896e-09 2.50284e-09 2.82055e-09 2.04645e-09 2.353e-09 2.67157e-09 2.83447e-09 3.08287e-09 3.0274e-09 2.92979e-09 1.91675e-09 2.50682e-09 2.7845e-09 -2.81113e-08 -5.24919e-08 -8.52995e-08 -2.69982e-08 -4.80238e-08 -2.73176e-08 -4.35712e-08 -7.49526e-08 -6.56638e-08 -8.98475e-08 -1.15579e-07 -1.03056e-07 -2.81633e-08 -4.15184e-08 -5.69709e-08 -6.63226e-08 -7.88159e-08 -5.71773e-08 8.0693e-10 1.2686e-09 9.84674e-10 1.14653e-09 1.26779e-09 1.25706e-09 1.11768e-09 8.36614e-10 9.75159e-10 8.40087e-10 9.55954e-10 8.25328e-10 1.23093e-09 -1.48804e-10 -1.75152e-10 -1.63126e-10 -1.81104e-10 -1.85108e-10 -1.69519e-10 -1.52087e-10 -1.36069e-10 -1.56922e-10 -1.40843e-10 -1.44071e-10 -1.8953e-10 -1.74125e-10 -1.59514e-10 -1.453e-10 
5.20801e-06 4.83043e-06 5.26673e-06 4.81488e-06 4.36679e-06 4.40674e-06 5.24103e-06 4.85593e-06 4.37896e-06 -1.06926e-07 -9.81684e-08 -8.82715e-08 -8.49058e-08 -7.9002e-08 -9.61125e-08 -8.41592e-08 -8.57831e-08 -7.72141e-08 -6.97134e-08 -7.19202e-08 1.97378e-09 2.07943e-09 2.00985e-09 2.00904e-09 2.12327e-09 1.95555e-09 2.11083e-09 2.25034e-09 1.84783e-09 2.02393e-09 2.1917e-09 2.21673e-09 2.32665e-09 2.33855e-09 2.31129e-09 1.74569e-09 2.09662e-09 2.24516e-09 -4.4495e-08 -5.39287e-08 -6.66666e-08 -4.36786e-08 -5.1989e-08 -4.3214e-08 -4.94181e-08 -6.26991e-08 -5.82799e-08 -6.80006e-08 -7.89528e-08 -7.39162e-08 -4.25812e-08 -4.69573e-08 -5.33608e-08 -5.55216e-08 -6.24476e-08 -4.98137e-08 1.03592e-09 1.31711e-09 1.13029e-09 1.21239e-09 1.28558e-09 1.25296e-09 1.15865e-09 1.01738e-09 1.08738e-09 9.88973e-10 1.04006e-09 9.41846e-10 1.20558e-09 -1.54071e-10 -1.64244e-10 -1.60922e-10 -1.69833e-10 -1.73233e-10 -1.66445e-10 -1.58759e-10 -1.49803e-10 -1.62803e-10 -1.54464e-10 -1.57375e-10 -1.76454e-10 -1.69853e-10 -1.64289e-10 -1.58433e-10 
4.55063e-06 4.52653e-06 4.42099e-06 4.36679e-06 4.46881e-06 4.31756e-06 4.24054e-06 4.1936e-06 4.10971e-06 -8.10798e-08 -8.78605e-08 -9.54661e-08 -1.05047e-07 -9.99241e-08 -7.42276e-08 -8.47294e-08 -6.67945e-08 -7.39529e-08 -9.21004e-08 -8.29627e-08 1.60581e-09 1.57131e-09 1.65274e-09 1.68243e-09 1.65959e-09 1.65775e-09 1.68688e-09 1.67765e-09 1.59165e-09 1.65495e-09 1.69418e-09 1.60757e-09 1.60211e-09 1.6672e-09 1.69754e-09 1.51703e-09 1.65976e-09 1.69806e-09 -6.05297e-08 -5.64686e-08 -5.10723e-08 -5.99951e-08 -5.68317e-08 -5.88183e-08 -5.59527e-08 -5.29022e-08 -5.28764e-08 -4.95481e-08 -4.71397e-08 -4.88832e-08 -5.683e-08 -5.30784e-08 -5.13257e-08 -4.69491e-08 -4.89111e-08 -4.4269e-08 1.26751e-09 1.38939e-09 1.28745e-09 1.29817e-09 1.3289e-09 1.27544e-09 1.22037e-09 1.20425e-09 1.2129e-09 1.14593e-09 1.1387e-09 1.06804e-09 1.20748e-09 -1.5571e-10 -1.52045e-10 -1.56045e-10 -1.57015e-10 -1.59672e-10 -1.60521e-10 -1.61268e-10 -1.5862e-10 -1.64375e-10 -1.629e-10 -1.65334e-10 -1.61625e-10 -1.62655e-10 -1.6475e-10 -1.66086e-10 
4.4227e-06 4.38232e-06 4.4668e-06 4.40674e-06 4.31756e-06 4.3519e-06 4.44964e-06 4.39806e-06 4.32905e-06 -9.2064e-08 -9.98e-08 -1.08463e-07 -1.19809e-07 -1.13443e-07 -8.35844e-08 -9.56196e-08 -7.45056e-08 -8.27029e-08 -1.03907e-07 -9.31689e-08 1.68486e-09 1.64089e-09 1.73468e-09 1.76707e-09 1.73601e-09 1.74201e-09 1.76643e-09 1.74903e-09 1.67369e-09 1.73494e-09 1.76994e-09 1.67352e-09 1.6615e-09 1.73276e-09 1.76746e-09 1.59578e-09 1.73619e-09 1.77104e-09 -5.89353e-08 -5.52117e-08 -5.02829e-08 -5.83798e-08 -5.54975e-08 -5.72246e-08 -5.45824e-08 -5.1931e-08 -5.17975e-08 -4.87872e-08 -4.67308e-08 -4.82839e-08 -5.52897e-08 -5.17613e-08 -5.01996e-08 -4.60296e-08 -4.80559e-08 -4.33462e-08 1.23788e-09 1.36025e-09 1.25887e-09 1.27076e-09 1.30166e-09 1.24975e-09 1.1951e-09 1.17687e-09 1.18654e-09 1.12038e-09 1.11445e-09 1.04474e-09 1.18364e-09 -1.58769e-10 -1.54699e-10 -1.59042e-10 -1.5997e-10 -1.6284e-10 -1.63802e-10 -1.64697e-10 -1.61957e-10 -1.68046e-10 -1.66522e-10 -1.69154e-10 -1.65004e-10 -1.66156e-10 -1.68558e-10 -1.70062e-10 
5.90919e-06 5.13506e-06 6.14415e-06 5.24103e-06 4.24054e-06 4.44964e-06 6.28957e-06 5.5089e-06 4.60408e-06 -1.34285e-07 -1.08026e-07 -7.84179e-08 -6.03767e-08 -5.37216e-08 -1.19204e-07 -8.19441e-08 -1.05807e-07 -7.95171e-08 -4.2973e-08 -5.80516e-08 2.36109e-09 2.62429e-09 2.3843e-09 2.3489e-09 2.61702e-09 2.26354e-09 2.55967e-09 2.86595e-09 2.11024e-09 2.41172e-09 2.72286e-09 2.87424e-09 3.11351e-09 3.06485e-09 2.97262e-09 1.97843e-09 2.56037e-09 2.83183e-09 -2.70557e-08 -5.10625e-08 -8.33812e-08 -2.59404e-08 -4.66406e-08 -2.62493e-08 -4.22491e-08 -7.3158e-08 -6.40009e-08 -8.78114e-08 -1.13181e-07 -1.00827e-07 -2.70859e-08 -4.0243e-08 -5.54525e-08 -6.46797e-08 -7.69565e-08 -5.57106e-08 7.82882e-10 1.23572e-09 9.57516e-10 1.11662e-09 1.23557e-09 1.22555e-09 1.08902e-09 8.12733e-10 9.48918e-10 8.16729e-10 9.30761e-10 8.02972e-10 1.20053e-09 -1.51054e-10 -1.76561e-10 -1.65096e-10 -1.82766e-10 -1.86944e-10 -1.71711e-10 -1.547e-10 -1.38815e-10 -1.59724e-10 -1.43832e-10 -1.47224e-10 -1.91531e-10 -1.76481e-10 -1.62407e-10 -1.48582e-10 
5.14516e-06 4.70852e-06 5.36499e-06 4.85593e-06 4.1936e-06 4.39806e-06 5.5089e-06 5.07961e-06 4.56626e-06 -1.19506e-07 -1.09567e-07 -9.83235e-08 -9.48251e-08 -8.77305e-08 -1.06759e-07 -9.3233e-08 -9.46223e-08 -8.49215e-08 -7.67608e-08 -7.90427e-08 2.07728e-09 2.19252e-09 2.11413e-09 2.11161e-09 2.23606e-09 2.05432e-09 2.22113e-09 2.37228e-09 1.93991e-09 2.12793e-09 2.30787e-09 2.33906e-09 2.45778e-09 2.46788e-09 2.43695e-09 1.83197e-09 2.20598e-09 2.36508e-09 -4.09177e-08 -5.22329e-08 -6.75097e-08 -4.00555e-08 -4.99587e-08 -3.96999e-08 -4.71667e-08 -6.2704e-08 -5.76834e-08 -6.92125e-08 -8.20303e-08 -7.60339e-08 -3.92828e-08 -4.48169e-08 -5.23421e-08 -5.54657e-08 -6.30117e-08 -4.94185e-08 9.76275e-10 1.2757e-09 1.08007e-09 1.17141e-09 1.2495e-09 1.22095e-09 1.12275e-09 9.65223e-10 1.04318e-09 9.42192e-10 1.0012e-09 9.01014e-10 1.17793e-09 -1.55586e-10 -1.6712e-10 -1.63176e-10 -1.73014e-10 -1.76672e-10 -1.69044e-10 -1.60451e-10 -1.50663e-10 -1.64798e-10 -1.55589e-10 -1.58713e-10 -1.80219e-10 -1.72782e-10 -1.66532e-10 -1.59933e-10 
4.20794e-06 4.16302e-06 4.43078e-06 4.37896e-06 4.10971e-06 4.32905e-06 4.60408e-06 4.56626e-06 4.54045e-06 -1.03231e-07 -1.13011e-07 -1.23954e-07 -1.38155e-07 -1.30359e-07 -9.30599e-08 -1.0823e-07 -8.22078e-08 -9.25593e-08 -1.18886e-07 -1.05588e-07 1.74528e-09 1.68158e-09 1.79886e-09 1.83614e-09 1.78697e-09 1.81255e-09 1.82337e-09 1.7871e-09 1.74461e-09 1.79601e-09 1.81775e-09 1.70339e-09 1.67644e-09 1.75787e-09 1.80112e-09 1.66498e-09 1.78877e-09 1.81243e-09 -5.73071e-08 -5.33955e-08 -4.82279e-08 -5.67479e-08 -5.36962e-08 -5.55971e-08 -5.28264e-08 -4.99173e-08 -4.9862e-08 -4.66546e-08 -4.44132e-08 -4.60422e-08 -5.3681e-08 -5.00742e-08 -4.83774e-08 -4.41876e-08 -4.60447e-08 -4.16611e-08 1.20332e-09 1.31797e-09 1.22195e-09 1.23187e-09 1.26076e-09 1.21016e-09 1.15824e-09 1.14342e-09 1.1514e-09 1.08818e-09 1.08114e-09 1.0144e-09 1.14583e-09 -1.61259e-10 -1.55949e-10 -1.61086e-10 -1.61505e-10 -1.64565e-10 -1.6609e-10 -1.67633e-10 -1.65162e-10 -1.71196e-10 -1.70013e-10 -1.72838e-10 -1.66889e-10 -1.68615e-10 -1.71808e-10 -1.73913e-10 
-1.12661e-07 -9.7696e-08 -1.23908e-07 -1.06926e-07 -8.10798e-08 -9.2064e-08 -1.34285e-07 -1.19506e-07 -1.03231e-07 4.55318e-06 4.44723e-06 4.33718e-06 4.36448e-06 4.18756e-06 4.2813e-06 4.14562e-06 3.99114e-06 3.87503e-06 3.89863e-06 3.85209e-06 -4.84458e-08 -5.31628e-08 -4.79578e-08 -4.60765e-08 -5.16118e-08 -4.37086e-08 -4.94514e-08 -5.54075e-08 -4.00571e-08 -4.5729e-08 -5.17375e-08 -5.68426e-08 -6.08762e-08 -5.90146e-08 -5.64306e-08 -3.71157e-08 -4.78726e-08 -5.29283e-08 2.70344e-09 3.14598e-09 3.7534e-09 2.64087e-09 3.03425e-09 2.59747e-09 2.88319e-09 3.54638e-09 3.30737e-09 3.7728e-09 4.3367e-09 4.08044e-09 2.54097e-09 2.72702e-09 3.03682e-09 3.10667e-09 3.47857e-09 2.79658e-09 -1.2933e-10 -1.62713e-10 -1.41794e-10 -1.52808e-10 -1.61466e-10 -1.5917e-10 -1.48589e-10 -1.29778e-10 -1.39151e-10 -1.2845e-10 -1.35518e-10 -1.25072e-10 -1.5517e-10 1.61182e-09 1.92471e-09 1.8023e-09 2.05427e-09 2.15141e-09 1.93557e-09 1.70658e-09 1.46994e-09 1.8106e-09 1.57369e-09 1.6477e-09 2.27063e-09 2.04583e-09 1.87441e-09 1.68266e-09 
