0 27 0.00589871
0.005 27 0.00589944
0.01 27 0.00590175
0.015 27 0.00590582
0.02 27 0.00591178
0.025 27 0.00591973
0.03 27 0.00592971
0.035 27 0.00594178
0.04 27 0.00595594
0.045 27 0.00597219
0.05 27 0.00599055
0.055 27 0.00601101
0.06 27 0.00603355
0.065 27 0.00605816
0.07 27 0.00608483
0.075 27 0.00611355
0.08 27 0.00614429
0.085 27 0.00617705
0.09 27 0.0062118
0.095 27 0.00624853
0.1 27 0.00628722
0.105 27 0.00632785
0.11 27 0.00637041
0.115 27 0.00641488
0.12 27 0.00646124
0.125 27 0.00650948
0.13 27 0.00655958
0.135 27 0.00658711
0.14 26 0.00661309
0.145 25 0.00663988
0.15 25 0.00666747
0.155 25 0.00669585
0.16 25 0.00672502
0.165 25 0.00675497
0.17 25 0.00678569
0.175 25 0.00681719
0.18 25 0.00684946
0.185 25 0.00688249
0.19 25 0.00691627
0.195 25 0.00695081
0.2 25 0.0069861
0.205 25 0.00702213
0.21 25 0.00705889
0.215 25 0.00709639
0.22 24 0.00713462
0.225 24 0.00717357
0.23 24 0.00721324
0.235 24 0.00725362
0.24 24 0.0072947
0.245 24 0.0073365
0.25 24 0.00737898
0.255 24 0.00742217
0.26 24 0.00746604
0.265 24 0.00751059
0.27 24 0.00755582
0.275 24 0.00760172
0.28 24 0.00764829
0.285 24 0.00769552
0.29 24 0.00774341
0.295 23 0.00779195
0.3 23 0.00784113
0.305 23 0.00789096
0.31 23 0.00794142
0.315 23 0.00799251
0.32 23 0.00804422
0.325 22 0.00809656
0.33 22 0.0081495
0.335 22 0.00820306
0.34 22 0.00825721
0.345 22 0.00831196
0.35 22 0.00836729
0.355 22 0.00842321
0.36 22 0.00847971
0.365 22 0.00853678
0.37 23 0.00859441
0.375 23 0.0086526
0.38 23 0.00871135
0.385 23 0.00877063
0.39 23 0.00883046
0.395 23 0.00889082
0.4 24 0.0089517
0.405 24 0.0090131
0.41 24 0.00907502
0.415 24 0.00913743
0.42 24 0.00920035
0.425 24 0.00926375
0.43 24 0.00932764
0.435 24 0.009392
0.44 24 0.00945683
0.445 24 0.00952212
0.45 24 0.00958786
0.455 24 0.00965404
0.46 24 0.00972067
0.465 24 0.00978772
0.47 23 0.00985519
0.475 22 0.00992307
0.48 21 0.00999135
0.485 21 0.01006
0.49 21 0.0101291
0.495 20 0.0101985
0.5 20 0.0102684
