0 0.013272 0.00151635 0.744755
0.005 0.013272 0.00151635 0.744755
0.01 0.013272 0.00151635 0.744753
0.015 0.013272 0.00151635 0.744749
0.02 0.013272 0.00151635 0.744745
0.025 0.013272 0.00151635 0.744739
0.03 0.013272 0.00151635 0.744731
0.035 0.013272 0.00151635 0.744723
0.04 0.013272 0.00151635 0.744713
0.045 0.013272 0.00151635 0.744702
0.05 0.013272 0.00151635 0.74469
0.055 0.013272 0.00151635 0.744676
0.06 0.013272 0.00151635 0.744661
0.065 0.013272 0.00151635 0.744645
0.07 0.013272 0.00151635 0.744628
0.075 0.013272 0.00151635 0.744609
0.08 0.013272 0.00151635 0.74459
0.085 0.013272 0.00151635 0.744569
0.09 0.013272 0.00151635 0.744546
0.095 0.013272 0.00151635 0.744523
0.1 0.013272 0.00151635 0.744499
0.105 0.013272 0.00151635 0.744473
0.11 0.013272 0.00151635 0.744446
0.115 0.013272 0.00151635 0.744418
0.12 0.013272 0.00151635 0.744389
0.125 0.013272 0.00151635 0.744359
0.13 0.013272 0.00151635 0.744327
0.135 0.013272 0.00151635 0.744295
0.14 0.013272 0.00151635 0.744261
0.145 0.013272 0.00151635 0.744226
0.15 0.013272 0.00151635 0.744191
0.155 0.013272 0.00151635 0.744154
0.16 0.013272 0.00151635 0.744116
0.165 0.013272 0.00151635 0.744077
0.17 0.013272 0.00151635 0.744037
0.175 0.013272 0.00151635 0.743995
0.18 0.013272 0.00151635 0.743953
0.185 0.013272 0.00151635 0.74391
0.19 0.013272 0.00151635 0.743866
0.195 0.013272 0.00151635 0.743821
0.2 0.013272 0.00151635 0.743774
0.205 0.013272 0.00151635 0.743727
0.21 0.013272 0.00151635 0.743679
0.215 0.013272 0.00151635 0.74363
0.22 0.013272 0.00151635 0.743579
0.225 0.013272 0.00151635 0.743528
0.23 0.013272 0.00151635 0.743476
0.235 0.013272 0.00151635 0.743423
0.24 0.013272 0.00151635 0.743369
0.245 0.013272 0.00151635 0.743314
0.25 0.013272 0.00151635 0.743258
0.255 0.013272 0.00151635 0.743202
0.26 0.013272 0.00151635 0.743144
0.265 0.013272 0.00151635 0.743085
0.27 0.013272 0.00151635 0.743026
0.275 0.013272 0.00151635 0.742966
0.28 0.013272 0.00151635 0.742904
0.285 0.013272 0.00151635 0.742842
0.29 0.013272 0.00151635 0.74278
0.295 0.013272 0.00151635 0.742716
0.3 0.013272 0.00151635 0.742651
0.305 0.013272 0.00151635 0.742586
0.31 0.013272 0.00151635 0.74252
0.315 0.013272 0.00151635 0.742453
0.32 0.013272 0.00151635 0.742385
0.325 0.013272 0.00151635 0.742316
0.33 0.013272 0.00151635 0.742247
0.335 0.013272 0.00151635 0.742177
0.34 0.013272 0.00151635 0.742106
0.345 0.013272 0.00151635 0.742034
0.35 0.013272 0.00151635 0.741962
0.355 0.013272 0.00151635 0.741889
0.36 0.013272 0.00151635 0.741815
0.365 0.013272 0.00151635 0.74174
0.37 0.013272 0.00151635 0.741665
0.375 0.013272 0.00151635 0.741589
0.38 0.013272 0.00151635 0.741512
0.385 0.013272 0.00151635 0.741435
0.39 0.013272 0.00151635 0.741357
0.395 0.013272 0.00151635 0.741278
0.4 0.013272 0.00151635 0.741199
0.405 0.013272 0.00151635 0.741119
0.41 0.013272 0.00151635 0.741038
0.415 0.013272 0.00151635 0.740957
0.42 0.013272 0.00151635 0.740875
0.425 0.013272 0.00151635 0.740792
0.43 0.013272 0.00151635 0.740709
0.435 0.013272 0.00151635 0.740625
0.44 0.013272 0.00151635 0.740541
0.445 0.013272 0.00151635 0.740456
0.45 0.013272 0.00151635 0.74037
0.455 0.013272 0.00151635 0.740284
0.46 0.013272 0.00151635 0.740197
0.465 0.013272 0.00151635 0.74011
0.47 0.013272 0.00151635 0.740022
0.475 0.013272 0.00151635 0.739934
0.48 0.013272 0.00151635 0.739845
0.485 0.013272 0.00151635 0.739756
0.49 0.013272 0.00151635 0.739666
0.495 0.013272 0.00151635 0.739576
0.5 0.013272 0.00151635 0.739485
0.505 0.013272 0.00151635 0.739394
0.51 0.013272 0.00151635 0.739302
0.515 0.013272 0.00151635 0.73921
0.52 0.013272 0.00151635 0.739117
0.525 0.013272 0.00151635 0.739024
0.53 0.013272 0.00151635 0.738931
0.535 0.013272 0.00151635 0.738837
0.54 0.013272 0.00151635 0.738742
0.545 0.013272 0.00151635 0.738648
0.55 0.013272 0.00151635 0.738554
0.555 0.013272 0.00151635 0.73846
0.56 0.013272 0.00151635 0.738365
0.565 0.013272 0.00151635 0.73827
0.57 0.013272 0.00151635 0.738175
0.575 0.013272 0.00151635 0.738079
0.58 0.013272 0.00151635 0.737983
0.585 0.013272 0.00151635 0.737887
0.59 0.013272 0.00151635 0.73779
0.595 0.013272 0.00151635 0.737693
0.6 0.013272 0.00151635 0.737595
0.605 0.013272 0.00151635 0.737498
0.61 0.013272 0.00151635 0.7374
0.615 0.013272 0.00151635 0.737301
0.62 0.013272 0.00151635 0.737203
0.625 0.013272 0.00151635 0.737104
0.63 0.013272 0.00151635 0.737005
0.635 0.013272 0.00151635 0.736906
0.64 0.013272 0.00151635 0.736806
0.645 0.013272 0.00151635 0.736706
0.65 0.013272 0.00151635 0.736606
0.655 0.013272 0.00151635 0.736506
0.66 0.013272 0.00151635 0.736406
0.665 0.013272 0.00151635 0.736305
0.67 0.013272 0.00151635 0.736204
0.675 0.013272 0.00151635 0.736103
0.68 0.013272 0.00151635 0.736002
0.685 0.013272 0.00151635 0.735901
0.69 0.013272 0.00151635 0.735799
0.695 0.013272 0.00151635 0.735697
0.7 0.013272 0.00151635 0.735596
0.705 0.013272 0.00151635 0.735494
0.71 0.013272 0.00151635 0.735392
0.715 0.013272 0.00151635 0.735289
0.72 0.013272 0.00151635 0.735187
0.725 0.013272 0.00151635 0.735085
0.73 0.013272 0.00151635 0.734982
0.735 0.013272 0.00151635 0.734879
0.74 0.013272 0.00151635 0.734777
0.745 0.013272 0.00151635 0.734674
0.75 0.013272 0.00151635 0.734571
0.755 0.013272 0.00151635 0.734468
0.76 0.013272 0.00151635 0.734366
0.765 0.013272 0.00151635 0.734263
0.77 0.013272 0.00151635 0.73416
0.775 0.013272 0.00151635 0.734057
0.78 0.013272 0.00151635 0.733954
0.785 0.013272 0.00151635 0.73385
0.79 0.013272 0.00151635 0.733747
0.795 0.013272 0.00151635 0.733644
0.8 0.013272 0.00151635 0.733541
0.805 0.013272 0.00151635 0.733438
0.81 0.013272 0.00151635 0.733335
0.815 0.013272 0.00151635 0.733232
0.82 0.013272 0.00151635 0.73313
0.825 0.013272 0.00151635 0.733027
0.83 0.013272 0.00151635 0.732924
0.835 0.013272 0.00151635 0.732821
0.84 0.013272 0.00151635 0.732719
0.845 0.013272 0.00151635 0.732616
0.85 0.013272 0.00151635 0.732514
0.855 0.013272 0.00151635 0.732411
0.86 0.013272 0.00151635 0.732309
0.865 0.013272 0.00151635 0.732207
0.87 0.013272 0.00151635 0.732105
0.875 0.013272 0.00151635 0.732003
0.88 0.013272 0.00151635 0.731902
0.885 0.013272 0.00151635 0.7318
0.89 0.013272 0.00151635 0.731699
0.895 0.013272 0.00151635 0.731598
0.9 0.013272 0.00151635 0.731497
0.905 0.013272 0.00151635 0.731397
0.91 0.013272 0.00151635 0.731297
0.915 0.013272 0.00151635 0.731197
0.92 0.013272 0.00151635 0.731097
0.925 0.013272 0.00151635 0.730997
0.93 0.013272 0.00151635 0.730898
0.935 0.013272 0.00151635 0.730799
0.94 0.013272 0.00151635 0.7307
0.945 0.013272 0.00151635 0.730602
0.95 0.013272 0.00151635 0.730504
0.955 0.013272 0.00151635 0.730406
0.96 0.013272 0.00151635 0.730308
0.965 0.013272 0.00151635 0.73021
0.97 0.013272 0.00151635 0.730113
0.975 0.013272 0.00151635 0.730017
0.98 0.013272 0.00151635 0.72992
0.985 0.013272 0.00151635 0.729824
0.99 0.013272 0.00151635 0.729728
0.995 0.013272 0.00151635 0.729632
1 0.013272 0.00151635 0.729537
1.005 0.013272 0.00151635 0.729442
1.01 0.013272 0.00151635 0.729348
1.015 0.013272 0.00151635 0.729254
1.02 0.013272 0.00151635 0.72916
1.025 0.013272 0.00151635 0.729066
1.03 0.013272 0.00151635 0.728973
1.035 0.013272 0.00151635 0.72888
1.04 0.013272 0.00151635 0.728788
1.045 0.013272 0.00151635 0.728695
1.05 0.013272 0.00151635 0.728603
1.055 0.013272 0.00151635 0.728512
1.06 0.013272 0.00151635 0.728421
1.065 0.013272 0.00151635 0.72833
1.07 0.013272 0.00151635 0.728239
1.075 0.013272 0.00151635 0.728149
1.08 0.013272 0.00151635 0.728059
1.085 0.013272 0.00151635 0.727969
1.09 0.013272 0.00151635 0.727879
1.095 0.013272 0.00151635 0.72779
1.1 0.013272 0.00151635 0.727701
1.105 0.013272 0.00151635 0.727613
1.11 0.013272 0.00151635 0.727525
1.115 0.013272 0.00151635 0.727437
1.12 0.013272 0.00151635 0.727349
1.125 0.013272 0.00151635 0.727261
1.13 0.013272 0.00151635 0.727174
1.135 0.013272 0.00151635 0.727088
1.14 0.013272 0.00151635 0.727001
1.145 0.013272 0.00151635 0.726915
1.15 0.013272 0.00151635 0.726829
1.155 0.013272 0.00151635 0.726743
1.16 0.013272 0.00151635 0.726658
1.165 0.013272 0.00151635 0.726572
1.17 0.013272 0.00151635 0.726488
1.175 0.013272 0.00151635 0.726403
1.18 0.013272 0.00151635 0.726319
1.185 0.013272 0.00151635 0.726234
1.19 0.013272 0.00151635 0.726151
1.195 0.013272 0.00151635 0.726067
1.2 0.013272 0.00151635 0.725984
1.205 0.013272 0.00151635 0.725901
1.21 0.013272 0.00151635 0.725818
1.215 0.013272 0.00151635 0.725735
1.22 0.013272 0.00151635 0.725653
1.225 0.013272 0.00151635 0.725571
1.23 0.013272 0.00151635 0.725489
1.235 0.013272 0.00151635 0.725407
1.24 0.013272 0.00151635 0.725326
1.245 0.013272 0.00151635 0.725245
1.25 0.013272 0.00151635 0.725164
1.255 0.013272 0.00151635 0.725083
1.26 0.013272 0.00151635 0.725003
1.265 0.013272 0.00151635 0.724923
1.27 0.013272 0.00151635 0.724843
1.275 0.013272 0.00151635 0.724763
1.28 0.013272 0.00151635 0.724683
1.285 0.013272 0.00151635 0.724604
1.29 0.013272 0.00151635 0.724525
1.295 0.013272 0.00151635 0.724446
1.3 0.013272 0.00151635 0.724367
1.305 0.013272 0.00151635 0.724289
1.31 0.013272 0.00151635 0.724211
1.315 0.013272 0.00151635 0.724133
1.32 0.013272 0.00151635 0.724055
1.325 0.013272 0.00151635 0.723977
1.33 0.013272 0.00151635 0.7239
1.335 0.013272 0.00151635 0.723822
1.34 0.013272 0.00151635 0.723745
1.345 0.013272 0.00151635 0.723669
1.35 0.013272 0.00151635 0.723592
1.355 0.013272 0.00151635 0.723515
1.36 0.013272 0.00151635 0.723439
1.365 0.013272 0.00151635 0.723363
1.37 0.013272 0.00151635 0.723287
1.375 0.013272 0.00151635 0.723211
1.38 0.013272 0.00151635 0.723136
1.385 0.013272 0.00151635 0.72306
1.39 0.013272 0.00151635 0.722985
1.395 0.013272 0.00151635 0.72291
1.4 0.013272 0.00151635 0.722835
1.405 0.013272 0.00151635 0.722761
1.41 0.013272 0.00151635 0.722686
1.415 0.013272 0.00151635 0.722612
1.42 0.013272 0.00151635 0.722538
1.425 0.013272 0.00151635 0.722464
1.43 0.013272 0.00151635 0.72239
1.435 0.013272 0.00151635 0.722316
1.44 0.013272 0.00151635 0.722242
1.445 0.013272 0.00151635 0.722169
1.45 0.013272 0.00151635 0.722096
1.455 0.013272 0.00151635 0.722023
1.46 0.013272 0.00151635 0.72195
1.465 0.013272 0.00151635 0.721877
1.47 0.013272 0.00151635 0.721804
1.475 0.013272 0.00151635 0.721731
1.48 0.013272 0.00151635 0.721659
1.485 0.013272 0.00151635 0.721587
1.49 0.013272 0.00151635 0.721515
1.495 0.013272 0.00151635 0.721442
1.5 0.013272 0.00151635 0.721371
1.505 0.013272 0.00151635 0.721299
1.51 0.013272 0.00151635 0.721227
1.515 0.013272 0.00151635 0.721156
1.52 0.013272 0.00151635 0.721084
1.525 0.013272 0.00151635 0.721013
1.53 0.013272 0.00151635 0.720942
1.535 0.013272 0.00151635 0.720871
1.54 0.013272 0.00151635 0.7208
1.545 0.013272 0.00151635 0.720729
1.55 0.013272 0.00151635 0.720658
1.555 0.013272 0.00151635 0.720587
1.56 0.013272 0.00151635 0.720517
1.565 0.013272 0.00151635 0.720446
1.57 0.013272 0.00151635 0.720376
1.575 0.013272 0.00151635 0.720306
1.58 0.013272 0.00151635 0.720236
1.585 0.013272 0.00151635 0.720165
1.59 0.013272 0.00151635 0.720095
1.595 0.013272 0.00151635 0.720026
1.6 0.013272 0.00151635 0.719956
1.605 0.013272 0.00151635 0.719886
1.61 0.013272 0.00151635 0.719816
1.615 0.013272 0.00151635 0.719747
1.62 0.013272 0.00151635 0.719677
1.625 0.013272 0.00151635 0.719608
1.63 0.013272 0.00151635 0.719538
1.635 0.013272 0.00151635 0.719469
1.64 0.013272 0.00151635 0.7194
1.645 0.013272 0.00151635 0.719331
