0 0.000109044 0.000749895
0.005 0.000100907 0.000677056
0.01 9.69187e-05 0.000696882
0.015 9.79101e-05 0.00067592
0.02 9.58823e-05 0.000675038
0.025 9.69077e-05 0.00066511
0.03 9.58935e-05 0.000648096
0.035 9.29065e-05 0.000671923
0.04 9.29851e-05 0.000651002
0.045 9.29055e-05 0.000648922
0.05 9.39253e-05 0.000656988
0.055 9.3971e-05 0.000652034
0.06 9.29841e-05 0.000674001
0.065 9.31089e-05 0.000649887
0.07 9.39298e-05 0.000674993
0.075 9.69089e-05 0.000676111
0.08 9.30732e-05 0.000656898
0.085 9.69337e-05 0.000687897
0.09 9.6985e-05 0.000673949
0.095 9.29573e-05 0.000647974
0.1 9.29307e-05 0.000660994
0.105 9.29765e-05 0.000650993
0.11 9.18969e-05 0.000678914
0.115 9.60613e-05 0.000663979
0.12 9.30076e-05 0.000652024
0.125 9.29279e-05 0.000663945
0.13 9.302e-05 0.000669037
0.135 9.69064e-05 0.000686108
0.14 9.60573e-05 0.000673975
0.145 9.90363e-05 0.000648093
0.15 9.30957e-05 0.000661112
0.155 9.20488e-05 0.000647019
0.16 9.09759e-05 0.0006719
0.165 9.10612e-05 0.000652985
0.17 8.99353e-05 0.000647051
0.175 8.99618e-05 0.000661078
0.18 9.10144e-05 0.000647938
0.185 9.08952e-05 0.000672058
0.19 9.00269e-05 0.000652905
0.195 9.0093e-05 0.000661971
0.2 9.00924e-05 0.00066997
0.205 8.9893e-05 0.000647009
0.21 8.89659e-05 0.000685082
0.215 8.99382e-05 0.000649054
0.22 9.10574e-05 0.000647982
0.225 8.89846e-05 0.000662054
0.23 8.80371e-05 0.000649061
0.235 8.81101e-05 0.000669895
0.24 8.70563e-05 0.000648034
0.245 8.60366e-05 0.000646968
0.25 8.61164e-05 0.000661047
0.255 8.69835e-05 0.000648961
0.26 8.70102e-05 0.000671987
0.265 8.59034e-05 0.000661073
0.27 8.59627e-05 0.000648894
0.275 8.3943e-05 0.00066302
0.28 8.40487e-05 0.000637887
0.285 8.29035e-05 0.000676934
0.29 8.49889e-05 0.00066192
0.295 8.49487e-05 0.000667118
0.3 8.2094e-05 0.000650078
0.305 8.30279e-05 0.000647058
0.31 8.20149e-05 0.000660999
0.315 8.2889e-05 0.000645919
0.32 8.59224e-05 0.000664092
0.325 8.59286e-05 0.000666098
0.33 8.40207e-05 0.000638097
0.335 8.3114e-05 0.000653906
0.34 8.29021e-05 0.000637932
0.345 8.29028e-05 0.000636933
0.35 8.30955e-05 0.000649887
0.355 8.29764e-05 0.000638007
0.36 8.00233e-05 0.000663915
0.365 8.19437e-05 0.000636928
0.37 8.08981e-05 0.000638074
0.375 8.00444e-05 0.000645936
0.38 8.29851e-05 0.000637015
0.385 8.49857e-05 0.000667109
0.39 8.40384e-05 0.000646115
0.395 7.90254e-05 0.000639109
0.4 7.90724e-05 0.000640917
0.405 8.29273e-05 0.000639958
0.41 7.91132e-05 0.000652958
0.415 8.10008e-05 0.000639939
0.42 7.30942e-05 0.0006369
0.425 7.30157e-05 0.00063706
