0 -6.9969e-19 -1.40102e-19 -0.698132 1.36136 -0.663225 6.81624e-20 -6.9969e-19 -1.40102e-19 -0.698132 1.36136 -0.663225 6.81624e-20 1.52828e-18 1.85163e-18 1.17878e-21 -2.60701e-20 0.349066 -0.174533 -8.79311e-19 -0.523599 1.39626 -1.23537e-19 -1 0.349066 0.174533 1.07937e-20 -0.523599 -1.39626 5.12135e-21 -1
0.005 -1.21976e-07 2.95179e-06 -0.698139 1.36136 -0.663225 -1.20407e-06 -1.21976e-07 2.95179e-06 -0.698139 1.36137 -0.663226 -1.20407e-06 -5.94e-07 1.52029e-07 -2.95005e-09 2.15363e-09 0.349066 -0.174534 -5.31704e-06 -0.523604 1.39625 4.03941e-06 -1 0.349054 0.174537 -7.72396e-08 -0.523608 -1.39625 -2.47252e-07 -1
0.01 -8.7987e-07 1.16387e-05 -0.69816 1.36138 -0.663226 -4.74234e-06 -8.7987e-07 1.16388e-05 -0.698161 1.36138 -0.663227 -4.74235e-06 -1.60181e-06 6.61853e-07 -1.07465e-08 2.3951e-09 0.349064 -0.174535 -2.17689e-05 -0.52362 1.39622 1.63542e-05 -1 0.349018 0.174549 -2.96443e-07 -0.523634 -1.39621 -1.003e-06 -1
0.015 -2.84326e-06 2.55649e-05 -0.698196 1.36141 -0.663228 -1.04063e-05 -2.84326e-06 2.5565e-05 -0.698199 1.36141 -0.66323 -1.04063e-05 -1.89371e-06 1.54461e-06 -2.13315e-08 -8.88803e-09 0.349059 -0.174538 -5.00861e-05 -0.523645 1.39616 3.71409e-05 -1 0.348957 0.174569 -6.3009e-07 -0.523679 -1.39614 -2.27702e-06 -1
0.02 -6.27066e-06 4.41173e-05 -0.698247 1.36145 -0.663231 -1.79456e-05 -6.27066e-06 4.41175e-05 -0.698254 1.36146 -0.663234 -1.79458e-05 -9.43948e-07 2.71679e-06 -3.29321e-08 -3.65752e-08 0.349053 -0.174543 -9.05856e-05 -0.523679 1.39608 6.63597e-05 -1 0.34887 0.174599 -1.05102e-06 -0.523743 -1.39604 -4.05929e-06 -1
0.025 -1.12754e-05 6.67969e-05 -0.698314 1.3615 -0.663236 -2.71593e-05 -1.12754e-05 6.67972e-05 -0.698324 1.36151 -0.66324 -2.71597e-05 1.48773e-06 4.0937e-06 -4.42232e-08 -8.25909e-08 0.349043 -0.174549 -0.000143397 -0.52372 1.39597 0.000103946 -1 0.348759 0.174637 -1.53811e-06 -0.523825 -1.39592 -6.33993e-06 -1
0.03 -1.78989e-05 9.32087e-05 -0.698396 1.36157 -0.663242 -3.789e-05 -1.78989e-05 9.32094e-05 -0.698411 1.36159 -0.663248 -3.78907e-05 5.49815e-06 5.60131e-06 -5.42195e-08 -1.47341e-07 0.34903 -0.174557 -0.000208546 -0.523769 1.39584 0.000149834 -1 0.348623 0.174684 -2.0752e-06 -0.523926 -1.39577 -9.11055e-06 -1
0.035 -2.61467e-05 0.000123039 -0.698494 1.36164 -0.663251 -5.00133e-05 -2.61467e-05 0.00012304 -0.698515 1.36167 -0.663257 -5.00147e-05 1.11116e-05 7.17734e-06 -6.21812e-08 -2.30513e-07 0.349013 -0.174567 -0.000286 -0.523825 1.39569 0.000203963 -1 0.348462 0.17474 -2.64987e-06 -0.524044 -1.39559 -1.23639e-05 -1
0.04 -3.60072e-05 0.000156036 -0.698607 1.36174 -0.663261 -6.34307e-05 -3.60072e-05 0.000156038 -0.698634 1.36177 -0.663269 -6.3433e-05 1.83172e-05 8.77048e-06 -6.75493e-08 -3.31493e-07 0.348994 -0.174579 -0.000375694 -0.523888 1.39551 0.000266274 -1 0.348277 0.174805 -3.25249e-06 -0.524181 -1.39538 -1.60936e-05 -1
0.045 -4.74609e-05 0.000191999 -0.698736 1.36184 -0.663274 -7.8063e-05 -4.74609e-05 0.000192002 -0.69877 1.36188 -0.663282 -7.80665e-05 2.70887e-05 1.03391e-05 -6.98985e-08 -4.49581e-07 0.34897 -0.174593 -0.000477549 -0.523957 1.39531 0.000336709 -1 0.348068 0.174878 -3.87556e-06 -0.524335 -1.39515 -2.0294e-05 -1
0.05 -6.0486e-05 0.000230763 -0.69888 1.36196 -0.663288 -9.38465e-05 -6.0486e-05 0.000230768 -0.698921 1.36201 -0.663298 -9.38517e-05 3.73942e-05 1.18498e-05 -6.89049e-08 -5.84093e-07 0.348944 -0.17461 -0.000591477 -0.524033 1.39508 0.000415214 -1 0.347834 0.17496 -4.51319e-06 -0.524508 -1.39489 -2.49597e-05 -1
0.055 -7.50605e-05 0.000272196 -0.699039 1.36209 -0.663305 -0.000110729 -7.50605e-05 0.000272204 -0.699089 1.36215 -0.663316 -0.000110737 4.92017e-05 1.32762e-05 -6.4322e-08 -7.34406e-07 0.348913 -0.174629 -0.000717386 -0.524116 1.39484 0.000501734 -1 0.347577 0.175051 -5.16076e-06 -0.524697 -1.3946 -3.0086e-05 -1
0.06 -9.11631e-05 0.000316191 -0.699213 1.36224 -0.663324 -0.00012867 -9.11631e-05 0.000316201 -0.699272 1.36231 -0.663336 -0.00012868 6.24808e-05 1.45976e-05 -5.5963e-08 -8.99966e-07 0.34888 -0.17465 -0.000855182 -0.524204 1.39457 0.000596213 -1 0.347297 0.175151 -5.81463e-06 -0.524905 -1.39429 -3.56683e-05 -1
0.065 -0.000108774 0.000362657 -0.699403 1.3624 -0.663346 -0.000147633 -0.000108774 0.00036267 -0.699472 1.36248 -0.663358 -0.000147646 7.7204e-05 1.57978e-05 -4.36877e-08 -1.0803e-06 0.348842 -0.174674 -0.00100477 -0.524299 1.39427 0.000698596 -1 0.346992 0.175259 -6.47189e-06 -0.525129 -1.39395 -4.17023e-05 -1
0.07 -0.000127875 0.000411521 -0.699607 1.36257 -0.66337 -0.00016759 -0.000127875 0.000411539 -0.699686 1.36266 -0.663382 -0.000167607 9.33464e-05 1.68646e-05 -2.73925e-08 -1.27499e-06 0.348802 -0.1747 -0.00116606 -0.5244 1.39396 0.000808826 -1 0.346665 0.175376 -7.13026e-06 -0.525371 -1.39358 -4.81838e-05 -1
0.075 -0.000148449 0.000462722 -0.699826 1.36276 -0.663396 -0.000188517 -0.000148449 0.000462745 -0.699917 1.36286 -0.663408 -0.00018854 0.000110886 1.7789e-05 -7.0025e-09 -1.48369e-06 0.348758 -0.174729 -0.00133896 -0.524507 1.39362 0.000926848 -1 0.346314 0.175502 -7.78792e-06 -0.52563 -1.39319 -5.51089e-05 -1
0.08 -0.00017048 0.000516209 -0.70006 1.36295 -0.663425 -0.000210395 -0.00017048 0.000516237 -0.700162 1.36307 -0.663437 -0.000210423 0.000129803 1.85642e-05 1.75343e-08 -1.70609e-06 0.34871 -0.174759 -0.00152336 -0.524619 1.39326 0.00105261 -1 0.34594 0.175636 -8.44341e-06 -0.525906 -1.39277 -6.24735e-05 -1
0.085 -0.000193952 0.000571938 -0.700309 1.36317 -0.663455 -0.000233206 -0.000193952 0.000571973 -0.700423 1.36329 -0.663468 -0.000233241 0.000150079 1.91856e-05 4.6252e-08 -1.94193e-06 0.348659 -0.174793 -0.00171919 -0.524738 1.39288 0.00118604 -1 0.345544 0.175778 -9.09558e-06 -0.526198 -1.39233 -7.02739e-05 -1
0.09 -0.000218852 0.000629872 -0.700572 1.36339 -0.663489 -0.000256936 -0.000218852 0.000629915 -0.700699 1.36353 -0.663501 -0.000256979 0.000171698 1.96504e-05 7.91703e-08 -2.19097e-06 0.348605 -0.174828 -0.00192635 -0.524863 1.39247 0.00132709 -1 0.345124 0.175929 -9.7435e-06 -0.526508 -1.39186 -7.85065e-05 -1
0.095 -0.000245166 0.00068998 -0.70085 1.36363 -0.663524 -0.000281574 -0.000245166 0.000690032 -0.70099 1.36378 -0.663536 -0.000281626 0.000194646 1.99568e-05 1.16297e-07 -2.45302e-06 0.348548 -0.174866 -0.00214474 -0.524993 1.39205 0.00147571 -1 0.344683 0.176088 -1.03864e-05 -0.526834 -1.39137 -8.71673e-05 -1
