0 0.013272 0.00151635 0.744755
0.005 0.0132719 0.00151592 0.744754
0.01 0.013272 0.00151487 0.744752
0.015 0.0132726 0.00151359 0.744747
0.02 0.0132737 0.00151231 0.744741
0.025 0.0132752 0.00151117 0.744732
0.03 0.0132772 0.00151026 0.744721
0.035 0.0132796 0.00150963 0.744709
0.04 0.0132823 0.00150933 0.744694
0.045 0.0132855 0.00150938 0.744677
0.05 0.013289 0.0015098 0.744659
0.055 0.0132928 0.00151059 0.744638
0.06 0.013297 0.00151177 0.744615
0.065 0.0133016 0.00151333 0.74459
0.07 0.0133065 0.00151528 0.744563
0.075 0.0133117 0.00151762 0.744534
0.08 0.0133172 0.00152034 0.744503
0.085 0.0133231 0.00152345 0.74447
0.09 0.0133293 0.00152695 0.744436
0.095 0.0133359 0.00153083 0.744399
0.1 0.0133427 0.00153508 0.74436
0.105 0.0133499 0.00153971 0.74432
0.11 0.0133574 0.00154472 0.744277
0.115 0.0133652 0.0015501 0.744233
0.12 0.0133734 0.00155584 0.744187
0.125 0.0133818 0.00156195 0.744139
0.13 0.0133905 0.00156842 0.744089
0.135 0.0133996 0.00157525 0.744037
0.14 0.0134089 0.00158243 0.743983
0.145 0.0134186 0.00158996 0.743928
0.15 0.0134285 0.00159785 0.743871
0.155 0.0134388 0.00160608 0.743812
0.16 0.0134493 0.00161465 0.743752
0.165 0.0134602 0.00162356 0.743689
0.17 0.0134713 0.00163281 0.743625
0.175 0.0134827 0.00164239 0.74356
0.18 0.0134944 0.0016523 0.743492
0.185 0.0135063 0.00166254 0.743423
0.19 0.0135186 0.0016731 0.743352
0.195 0.0135311 0.00168398 0.74328
0.2 0.0135439 0.00169517 0.743206
0.205 0.013557 0.00170668 0.74313
0.21 0.0135704 0.0017185 0.743053
0.215 0.013584 0.00173063 0.742974
0.22 0.0135979 0.00174305 0.742894
0.225 0.013612 0.00175578 0.742812
0.23 0.0136264 0.00176881 0.742728
0.235 0.0136411 0.00178212 0.742643
0.24 0.013656 0.00179573 0.742557
0.245 0.0136712 0.00180962 0.742469
