0 27 0.00589871 RARM_JOINT0
0.005 27 0.00589943 RARM_JOINT0
0.01 27 0.00590159 RARM_JOINT0
0.015 27 0.00590517 RARM_JOINT0
0.02 27 0.00591016 RARM_JOINT0
0.025 27 0.00591656 RARM_JOINT0
0.03 27 0.00592437 RARM_JOINT0
0.035 27 0.00593356 RARM_JOINT0
0.04 27 0.00594413 RARM_JOINT0
0.045 27 0.00595607 RARM_JOINT0
0.05 27 0.00596938 RARM_JOINT0
0.055 27 0.00598404 RARM_JOINT0
0.06 27 0.00600005 RARM_JOINT0
0.065 27 0.0060174 RARM_JOINT0
0.07 27 0.00603608 RARM_JOINT0
0.075 27 0.00605607 RARM_JOINT0
0.08 27 0.00607738 RARM_JOINT0
0.085 27 0.0061 RARM_JOINT0
0.09 27 0.00612391 RARM_JOINT0
0.095 27 0.00614911 RARM_JOINT0
0.1 27 0.00617559 RARM_JOINT0
0.105 27 0.00620335 RARM_JOINT0
0.11 27 0.00623237 RARM_JOINT0
0.115 27 0.00626264 RARM_JOINT0
0.12 27 0.00629417 RARM_JOINT0
0.125 27 0.00632693 RARM_JOINT0
0.13 27 0.00636093 RARM_JOINT0
0.135 27 0.00639615 RARM_JOINT0
0.14 27 0.0064326 RARM_JOINT0
0.145 27 0.00647025 RARM_JOINT0
0.15 27 0.0065091 RARM_JOINT0
0.155 27 0.00654915 RARM_JOINT0
0.16 27 0.00659039 RARM_JOINT0
0.165 27 0.00663281 RARM_JOINT0
0.17 25 0.0066764 RARM_JOINT0
0.175 25 0.00672116 RARM_JOINT0
0.18 25 0.00676707 RARM_JOINT0
0.185 25 0.00681414 RARM_JOINT0
0.19 25 0.00685172 CHEST_JOINT1
0.195 25 0.00688443 CHEST_JOINT1
0.2 25 0.00691789 CHEST_JOINT1
0.205 25 0.00695211 CHEST_JOINT1
0.21 25 0.00698707 CHEST_JOINT1
0.215 25 0.00702277 CHEST_JOINT1
0.22 25 0.00705921 CHEST_JOINT1
0.225 25 0.00709639 CHEST_JOINT1
0.23 25 0.0071343 CHEST_JOINT1
0.235 25 0.00717293 CHEST_JOINT1
0.24 25 0.00721228 CHEST_JOINT1
0.245 25 0.00725235 CHEST_JOINT1
0.25 25 0.00729313 CHEST_JOINT1
0.255 25 0.00733462 CHEST_JOINT1
0.26 25 0.00737682 CHEST_JOINT1
0.265 25 0.00741971 CHEST_JOINT1
0.27 24 0.00746331 CHEST_JOINT1
0.275 24 0.00750759 CHEST_JOINT1
0.28 24 0.00755256 CHEST_JOINT1
0.285 24 0.00759822 CHEST_JOINT1
0.29 24 0.00764455 CHEST_JOINT1
0.295 24 0.00769156 CHEST_JOINT1
0.3 24 0.00773924 CHEST_JOINT1
0.305 24 0.00778759 CHEST_JOINT1
0.31 24 0.0078366 CHEST_JOINT1
0.315 24 0.00788627 CHEST_JOINT1
0.32 24 0.00793659 CHEST_JOINT1
0.325 24 0.00798756 CHEST_JOINT1
0.33 24 0.00803918 CHEST_JOINT1
0.335 24 0.00809144 CHEST_JOINT1
0.34 24 0.00814434 CHEST_JOINT1
0.345 24 0.00819787 CHEST_JOINT1
0.35 23 0.00825202 CHEST_JOINT1
0.355 23 0.00830681 CHEST_JOINT1
0.36 23 0.00836221 CHEST_JOINT1
0.365 22 0.00841823 CHEST_JOINT1
0.37 22 0.00847486 CHEST_JOINT1
0.375 22 0.0085321 CHEST_JOINT1
0.38 22 0.00858994 CHEST_JOINT1
0.385 22 0.00864838 CHEST_JOINT1
0.39 22 0.00870742 CHEST_JOINT1
0.395 22 0.00876704 CHEST_JOINT1
0.4 21 0.00882725 CHEST_JOINT1
0.405 21 0.00888804 CHEST_JOINT1
0.41 21 0.00894941 CHEST_JOINT1
0.415 21 0.00901135 CHEST_JOINT1
0.42 21 0.00907385 CHEST_JOINT1
0.425 20 0.00913692 CHEST_JOINT1
0.43 20 0.00920055 CHEST_JOINT1
0.435 20 0.00926473 CHEST_JOINT1
0.44 20 0.00932947 CHEST_JOINT1
0.445 20 0.00939474 CHEST_JOINT1
0.45 20 0.00946056 CHEST_JOINT1
0.455 20 0.00952691 CHEST_JOINT1
0.46 20 0.00959379 CHEST_JOINT1
0.465 20 0.0096612 CHEST_JOINT1
0.47 20 0.00972913 CHEST_JOINT1
0.475 20 0.00979758 CHEST_JOINT1
0.48 20 0.00986653 CHEST_JOINT1
0.485 20 0.009936 CHEST_JOINT1
0.49 20 0.010006 CHEST_JOINT1
0.495 20 0.0100764 CHEST_JOINT1
0.5 20 0.0101474 CHEST_JOINT1
0.505 20 0.0102188 CHEST_JOINT1
0.51 20 0.0102907 CHEST_JOINT1
0.515 20 0.0103631 CHEST_JOINT1
0.52 20 0.010436 CHEST_JOINT1
0.525 20 0.0105094 CHEST_JOINT1
0.53 20 0.0105832 CHEST_JOINT1
0.535 20 0.0106574 CHEST_JOINT1
0.54 20 0.0107321 CHEST_JOINT1
0.545 20 0.0108073 CHEST_JOINT1
0.55 20 0.0108829 CHEST_JOINT1
0.555 20 0.0109589 CHEST_JOINT1
0.56 20 0.0110354 CHEST_JOINT1
0.565 20 0.0111122 CHEST_JOINT1
0.57 20 0.0111895 CHEST_JOINT1
0.575 19 0.0112672 CHEST_JOINT1
0.58 19 0.0113454 CHEST_JOINT1
0.585 19 0.0114239 CHEST_JOINT1
0.59 19 0.0115028 CHEST_JOINT1
0.595 18 0.0115821 CHEST_JOINT1
0.6 18 0.0116618 CHEST_JOINT1
0.605 17 0.0117419 CHEST_JOINT1
0.61 17 0.0118223 CHEST_JOINT1
0.615 17 0.0119032 CHEST_JOINT1
0.62 17 0.0119843 CHEST_JOINT1
0.625 17 0.0120659 CHEST_JOINT1
0.63 17 0.0121478 CHEST_JOINT1
0.635 17 0.01223 CHEST_JOINT1
0.64 17 0.0123126 CHEST_JOINT1
0.645 17 0.0123955 CHEST_JOINT1
0.65 17 0.0124787 CHEST_JOINT1
0.655 15 0.0125622 CHEST_JOINT1
0.66 15 0.0126461 CHEST_JOINT1
0.665 14 0.0127302 CHEST_JOINT1
