0 0.000119022 0.000549051
0.005 0.000103053 0.000493056
0.01 0.000123982 0.000515051
0.015 0.000101904 0.000489099
0.02 9.90389e-05 0.000502095
0.025 9.99346e-05 0.000490037
0.03 9.89229e-05 0.000489979
0.035 9.90186e-05 0.000489075
0.04 9.90583e-05 0.000559115
0.045 9.8991e-05 0.000502094
0.05 9.90584e-05 0.000491115
0.055 9.8962e-05 0.000489018
0.06 9.90441e-05 0.0004901
0.065 9.90923e-05 0.00048991
0.07 0.000135973 0.000707075
0.075 0.000100093 0.000488957
0.08 9.89751e-05 0.000490078
0.085 9.80573e-05 0.000490067
0.09 9.79077e-05 0.000491918
0.095 9.79436e-05 0.00049
0.1 9.80787e-05 0.000501089
0.105 9.90016e-05 0.000491058
0.11 0.000101048 0.000491959
0.115 9.89357e-05 0.000490992
0.12 9.89715e-05 0.000490074
0.125 9.89542e-05 0.000497011
0.13 9.61154e-05 0.000491033
0.135 9.59727e-05 0.00049289
0.14 9.51147e-05 0.000489986
0.145 9.49053e-05 0.000491015
0.15 9.79546e-05 0.000471965
0.155 9.90221e-05 0.000481078
0.16 9.71017e-05 0.000471065
0.165 9.70165e-05 0.00046998
0.17 9.60771e-05 0.000484994
0.175 9.70246e-05 0.000529035
0.18 0.000111077 0.00049902
0.185 9.58857e-05 0.000477041
0.19 9.6092e-05 0.000472009
0.195 9.60666e-05 0.00047303
0.2 9.70414e-05 0.000491005
0.205 9.69425e-05 0.000496906
0.21 9.59692e-05 0.000483886
0.215 9.39099e-05 0.000491973
0.22 9.39852e-05 0.000491048
0.225 9.39746e-05 0.000504038
0.23 9.30105e-05 0.000504027
0.235 9.40327e-05 0.000491096
0.24 9.40821e-05 0.000548907
0.245 9.505e-05 0.000491921
0.25 9.40462e-05 0.000491109
0.255 9.39962e-05 0.000493106
0.26 9.50783e-05 0.000504949
0.265 9.50011e-05 0.00049111
0.27 9.40968e-05 0.000490921
0.275 9.40071e-05 0.00049007
0.28 9.29108e-05 0.000489974
0.285 9.30392e-05 0.000491056
0.29 9.29361e-05 0.000491953
0.295 9.39855e-05 0.000490095
0.3 9.40812e-05 0.000488906
0.305 9.39915e-05 0.000489055
0.31 9.29415e-05 0.000546958
0.315 9.31083e-05 0.000494887
0.32 9.31046e-05 0.000489929
0.325 9.4955e-05 0.000490064
0.33 9.60043e-05 0.000488922
0.335 9.51069e-05 0.000500978
0.34 9.49834e-05 0.000489093
0.345 9.5037e-05 0.00049004
0.35 9.59451e-05 0.000490101
0.355 9.40915e-05 0.000489916
0.36 9.40989e-05 0.000488924
0.365 9.31063e-05 0.000489885
0.37 9.4028e-05 0.000494091
